# Russian loanword hard-consonant-before-е/и corrections — word<TAB>vowel-ordinals (тест → tɛst). From kaikki.
абевег	2
абевега	2
абевегам	2
абевегами	2
абевегах	2
абевеге	2
абевегедеек	4
абевегедейка	4
абевегедейкам	4
абевегедейками	4
абевегедейках	4
абевегедейке	4
абевегедейки	4
абевегедейкой	4
абевегедейкою	4
абевегедейку	4
абевеги	2
абевегой	2
абевегою	2
абевегу	2
абзетцер	1
абзетцера	1
абзетцерам	1
абзетцерами	1
абзетцерах	1
абзетцере	1
абзетцеров	1
абзетцером	1
абзетцеру	1
абзетцеры	1
абиогенез	4
абиогенеза	4
абиогенезе	4
абиогенезом	4
абиогенезу	4
абрек	1
абрека	1
абрекам	1
абреками	1
абреках	1
абреке	1
абреки	1
абреков	1
абреком	1
абреку	1
абсент	1
абсента	1
абсентам	1
абсентами	1
абсентах	1
абсенте	1
абсентов	1
абсентом	1
абсенту	1
абсенты	1
аванесов	2
австралопитек	4
автосервис	2
автосервиса	2
автосервисам	2
автосервисами	2
автосервисах	2
автосервисе	2
автосервисов	2
автосервисом	2
автосервису	2
автосервисы	2
адельфий	1
адепт	1
адепта	1
адептам	1
адептами	1
адептах	1
адепте	1
адептов	1
адептом	1
адепту	1
адепты	1
азазель	2
аквафреш	2
акне	1
алмере	1,2
альбирео	2
альфвен	1
альфред	1
амаретто	2
амбре	1
аненербе	2,3
анестетик	2
анестетика	2
анестетикам	2
анестетиками	2
анестетиках	2
анестетике	2
анестетики	2
анестетиков	2
анестетиком	2
анестетику	2
аниме	2
анимешник	2
анимешника	2
анимешникам	2
анимешниками	2
анимешниках	2
анимешнике	2
анимешники	2
анимешников	2
анимешником	2
анимешнику	2
анимешница	2
анимешный	2
аннексией	1
аннексиею	1
аннексии	1
аннексий	1
аннексию	1
аннексия	1
аннексиям	1
аннексиями	1
аннексиях	1
антенн	1
антенна	1
антеннам	1
антеннами	1
антеннах	1
антенне	1
антенной	1
антенною	1
антенну	1
антенны	1
антитез	2
антитеза	2
антитезам	2
антитезами	2
антитезах	2
антитезе	2
антитезис	2
антитезиса	2
антитезисам	2
антитезисами	2
антитезисах	2
антитезисе	2
антитезисов	2
антитезисом	2
антитезису	2
антитезисы	2
антитезой	2
антитезою	2
антитезу	2
антитезы	2
апгрейд	1
апгрейда	1
апгрейдам	1
апгрейдами	1
апгрейдах	1
апгрейде	1
апгрейдов	1
апгрейдом	1
апгрейду	1
апгрейды	1
апдейт	1
апдейта	1
апдейтам	1
апдейтами	1
апдейтах	1
апдейте	1
апдейтов	1
апдейтом	1
апдейту	1
апдейты	1
арденны	1
ардеш	1
арес	1
ареццо	1
армрестлинг	1
армрестлинга	1
армрестлинге	1
армрестлингом	1
армрестлингу	1
артерией	1
артериею	1
артерии	1
артерий	1
артерию	1
артерия	1
артериям	1
артериями	1
артериях	1
архегет	2
археоптерикс	3
археоптерикса	3
археоптериксам	3
археоптериксами	3
археоптериксах	3
археоптериксе	3
археоптериксов	3
археоптериксом	3
археоптериксу	3
археоптериксы	3
асибецу	2
асмодей	2
ассемблер	1
ассемблера	1
ассемблерам	1
ассемблерами	1
ассемблерах	1
ассемблере	1
ассемблеров	1
ассемблером	1
ассемблеру	1
ассемблеры	1
атропатена	3
аудиенцией	3
аудиенциею	3
аудиенции	3
аудиенций	3
аудиенцию	3
аудиенция	3
аудиенциям	3
аудиенциями	3
аудиенциях	3
аутодафе	4
ацтек	1
ацтека	1
ацтекам	1
ацтеками	1
ацтеках	1
ацтеке	1
ацтеки	1
ацтеков	1
ацтеком	1
ацтекский	1
ацтеку	1
бангладеш	2
бангладешец	2
бангладешский	2
бангладешца	2
бангладешцам	2
бангладешцами	2
бангладешцах	2
бангладешце	2
бангладешцев	2
бангладешцем	2
бангладешцу	2
бангладешцы	2
бандеровец	1
бандеровца	1
бандеровцам	1
бандеровцами	1
бандеровцах	1
бандеровце	1
бандеровцев	1
бандеровцем	1
бандеровцу	1
бандеровцы	1
бармен	1
бармена	1
барменам	1
барменами	1
барменах	1
бармене	1
барменов	1
барменом	1
бармену	1
бармены	1
баронесс	2
баронесса	2
баронессам	2
баронессами	2
баронессах	2
баронессе	2
баронессой	2
баронессою	2
баронессу	2
баронессы	2
бастер	1
беби	0
бедекер	1
бедекера	1
бедекерам	1
бедекерами	1
бедекерах	1
бедекере	1
бедекеров	1
бедекером	1
бедекеру	1
бедекеры	1
бедж	0
беджа	0
беджам	0
беджами	0
беджах	0
бедже	0
беджей	0
беджем	0
беджи	0
беджу	0
безе	1
бейгл	0
бейгла	0
бейглам	0
бейглами	0
бейглах	0
бейгле	0
бейглов	0
бейглом	0
бейглу	0
бейглы	0
беккереле	2
беккерелей	2
беккерелем	2
беккерели	2
беккерель	2
беккерелю	2
беккереля	2
беккерелям	2
беккерелями	2
беккерелях	2
бел	0
белам	0
белами	0
белах	0
беле	0
белов	0
белу	0
белфаст	0
белфаста	0
белфасте	0
белфастом	0
белфасту	0
бет	0
бета	0
бетам	0
бетами	0
бетах	0
бете	0
бетой	0
бетою	0
бету	0
беты	0
биде	1
бижутерией	2
бижутериею	2
бижутерии	2
бижутерий	2
бижутерию	2
бижутерия	2
бижутериям	2
бижутериями	2
бижутериях	2
бизнесмен	2
бифштекс	1
бифштекса	1
бифштексам	1
бифштексами	1
бифштексах	1
бифштексе	1
бифштексов	1
бифштексом	1
бифштексу	1
бифштексы	1
блейзер	0
блейзера	0
блейзерам	0
блейзерами	0
блейзерах	0
блейзере	0
блейзеров	0
блейзером	0
блейзеру	0
блейзеры	0
блендер	0
блендера	0
блендерам	0
блендерами	0
блендерах	0
блендере	0
блендеров	0
блендером	0
блендеру	0
блендеры	0
блумфонтейн	2
блэкфейс	1
бойфренд	1
бойфренда	1
бойфрендам	1
бойфрендами	1
бойфрендах	1
бойфренде	1
бойфрендов	1
бойфрендом	1
бойфренду	1
бойфренды	1
борделе	1
борделей	1
борделем	1
бордели	1
бордель	1
борделю	1
борделя	1
борделям	1
борделями	1
борделях	1
борнео	1
брателло	1
бренд	0
бренда	0
брендам	0
брендами	0
брендах	0
бренде	0
бренди	0
брендов	0
брендом	0
бренду	0
бренды	0
бруней	1
брунейский	1
буриме	2
бурре	1
варьете	2
веб	0
веба	0
вебам	0
вебами	0
вебах	0
вебе	0
вебов	0
вебом	0
вебу	0
вебы	0
вейп	0
вейпить	0
вестерн	0
видеодисплее	4
видеодисплеев	4
видеодисплеем	4
видеодисплеи	4
видеодисплей	4
видеодисплею	4
видеодисплея	4
видеодисплеям	4
видеодисплеями	4
видеодисплеях	4
габороне	3
галифе	2
гантелей	1
гантели	1
гантель	1
гантелью	1
гантелям	1
гантелями	1
гантелях	1
гей	0
геймплее	1
геймплеев	1
геймплеем	1
геймплеи	1
геймплей	1
геймплею	1
геймплея	1
геймплеям	1
геймплеями	1
геймплеях	1
генетик	1
генетика	1
генетикам	1
генетиками	1
генетиках	1
генетике	1
генетики	1
генетиков	1
генетикой	1
генетиком	1
генетикою	1
генетику	1
геодезией	2
геодезиею	2
геодезии	2
геодезий	2
геодезию	2
геодезия	2
геодезиям	2
геодезиями	2
геодезиях	2
глясе	1
гомосекс	2
гомосекса	2
гомосексам	2
гомосексами	2
гомосексах	2
гомосексе	2
гомосексов	2
гомосексом	2
гомосексу	2
гомосексы	2
гротеск	1
гротеска	1
гротескам	1
гротесками	1
гротесках	1
гротеске	1
гротески	1
гротескно	1
гротесков	1
гротеском	1
гротеску	1
дарданеллы	2
дате	1
деинтерлейсинг	3
дейтерием	1
дейтерии	1
дейтерий	1
дейтерию	1
дейтерия	1
дек	0
дека	0
декам	0
деками	0
деках	0
деке	0
декеле	0
декелей	0
декелем	0
декели	0
декель	0
декелю	0
декеля	0
декелям	0
декелями	0
декелях	0
деки	0
декой	0
декольте	2
декою	0
деку	0
дели	0
деликатес	3
деликатеса	3
деликатесам	3
деликатесами	3
деликатесах	3
деликатесе	3
деликатесов	3
деликатесом	3
деликатесу	3
деликатесы	3
дельт	0
дельта	0
дельтам	0
дельтами	0
дельтах	0
дельте	0
дельтой	0
дельтою	0
дельту	0
дельты	0
демо	0
демпинг	0
демпинга	0
демпингам	0
демпингами	0
демпингах	0
демпинге	0
демпинги	0
демпингов	0
демпингом	0
демпингу	0
денди	0
дерби	0
дервиш	0
дервиша	0
дервишам	0
дервишами	0
дервишах	0
дервише	0
дервишей	0
дервишем	0
дервиши	0
дервишу	0
детектор	1
детектора	1
детекторам	1
детекторами	1
детекторах	1
детекторе	1
детекторов	1
детектором	1
детектору	1
детекторы	1
децибел	2
децибела	2
децибелам	2
децибелами	2
децибелах	2
децибеле	2
децибелов	2
децибелом	2
децибелу	2
децибелы	2
джентльмена	1
джентльменам	1
джентльменами	1
джентльменах	1
джентльмене	1
джентльменов	1
джентльменом	1
джентльменский	1
джентльмену	1
джентльмены	1
дзета	0
диадема	2
диспансер	2
диспансера	2
диспансерам	2
диспансерами	2
диспансерах	2
диспансере	2
диспансеров	2
диспансером	2
диспансеру	2
диспансеры	2
дисплей	1
дольмена	1
дольменам	1
дольменами	1
дольменах	1
дольмене	1
дольменов	1
дольменом	1
дольмену	1
дольмены	1
донбабве	2
дрек	0
дрека	0
дреке	0
дреком	0
дреку	0
дромадер	2
дромадера	2
дромадерам	2
дромадерами	2
дромадерах	2
дромадере	2
дромадеров	2
дромадером	2
дромадеру	2
дромадеры	2
душанбе	2
евтерпе	1,2
емейл	1
емейла	1
емейлам	1
